,author,author_id,average_rating,book_id,ratings_count,title,title_query
536,Iris Johansen,32498,3.85,6162662,3373,Storm Cycle,STORM CYCLE
537,Nicholas Sparks,2345,3.92,10766509,130832,The Best of Me,THE BEST OF ME
538,Dennis Lehane,10289,3.61,31751571,23642,Since We Fell,SINCE WE FELL
539,Terry Goodkind,3441,3.60,6311614,11162,The Law of Nines,THE LAW OF NINES
540,Hanya Yanagihara,6571447,4.29,22822858,134744,A Little Life,A LITTLE LIFE
541,Douglas Preston,12577,3.75,36342060,3794,The Pharaoh Key (Gideon Crew #5),THE PHARAOH KEY
542,Michael Ondaatje,4030,3.71,35657511,17811,Warlight,WARLIGHT
543,James Patterson,3780,4.02,15734464,31215,"12th of Never (Women's Murder Club, #12)",12TH OF NEVER
544,Troy Denning,8154,4.03,6100859,4501,"Apocalypse (Star Wars: Fate of the Jedi, #9)",FATE OF THE JEDI: APOCALYPSE
545,Elin Hilderbrand,88301,3.76,24819476,16960,Winter Stroll (Winter #2),WINTER STROLL
546,Danielle Steel,14255,3.72,6004019,5097,Matters of the Heart,MATTERS OF THE HEART
547,Joanne Fluke,18819,3.80,8801482,8183,"Devil's Food Cake Murder (Hannah Swensen, #14)",DEVIL'S FOOD CAKE MURDER
548,Jodi Picoult,7128,3.69,14865,87951,Vanishing Acts,VANISHED
549,Charles Frazier,7130,3.68,40389469,6474,Varina,VARINA
550,Louisa May Alcott,1315,4.05,1934,1458447,Little Women,THE WOMEN
551,Nancy Grace,144344,3.31,5940836,1850,The Eleventh Victim (Hailey Dean #1),THE ELEVENTH VICTIM
552,Clive Cussler,18411,4.24,35493082,3156,"The Rising Sea (NUMA Files, #15)",THE RISING SEA
553,Khaled Hosseini,569,4.36,128029,985428,A Thousand Splendid Suns,A THOUSAND SPLENDID SUNS
554,Danielle Steel,14255,4.21,33613129,5644,The Right Time,THE RIGHT TIME
555,Francine Pascal,2423,2.47,8913852,6818,Sweet Valley Confidential: Ten Years Later,SWEET VALLEY CONFIDENTIAL
556,Joe Hill,88506,3.92,6587879,87987,Horns,HORNS
557,Pierce Brown,6474348,4.27,15839976,181492,"Red Rising (Red Rising, #1)",RED RISING
558,Elin Hilderbrand,88301,3.89,32498122,41589,The Identicals,THE IDENTICALS
559,Edan Lepucki,4395695,3.22,18774020,17629,California,CALIFORNIA
560,Kazuo Ishiguro,4280,3.47,22522805,55482,The Buried Giant,THE BURIED GIANT
561,Richard Ford,7849,3.50,12872236,23161,Canada,CANADA
562,Stuart Woods,3936,3.56,29093245,4060,"Sex, Lies, and Serious Money (Stone Barrington, #39)","SEX, LIES AND SERIOUS MONEY"
563,Samantha Towle,4838933,4.18,15724654,67081,"The Mighty Storm (The Storm, #1)",THE STORM
564,Dick Francis,5561,3.84,1081976,5627,Dead Heat,DEAD HEAT
565,Brian Herbert,56,3.88,26031829,1427,Navigators of Dune (Schools of Dune #3),NAVIGATORS OF DUNE
566,Debbie Macomber,11349,3.93,13414594,18585,"The Inn at Rose Harbor (Rose Harbor, #1)",THE INN AT ROSE HARBOR
567,Chelsea Cain,48557,4.03,6193923,13359,"Evil at Heart (Archie Sheridan &amp; Gretchen Lowell, #3)",EVIL AT HEART
568,Mary Higgins Clark,99044,3.97,25111011,10144,"All Dressed in White (Under Suspicion, #3)",ALL DRESSED IN WHITE
569,Diane Chamberlain,93345,4.04,2589061,11309,"Before the Storm (Before the Storm, #1)",BEFORE THE STORM
570,Vince Flynn,14989,4.32,3313418,43172,"Extreme Measures (Mitch Rapp, #11)",EXTREME MEASURES
571,Jeannette Walls,3275,4.06,6366437,130338,Half Broke Horses,HALF BROKE HORSES
572,Maggie Barbieri,202369,3.68,352913,1681,"Murder 101 (A Murder 101 Mystery, #1)",MURDER 101
573,Jack Mars,14773561,4.29,29090814,2584,"Oath of Office (Luke Stone, #2)",OATH OF OFFICE
574,Anne Hillerman,612732,3.98,30653896,4215,"Song of the Lion (Leaphorn  &amp; Chee, #21)",SONG OF THE LION
575,Paul Cleave,776612,3.60,23492648,4632,Trust No One,TRUST NO ONE
576,Elmore Leonard,12940,3.52,5640796,3583,Road Dogs,ROAD DOGS
577,Clive Cussler,18411,4.20,23281922,5326,"Piranha (The Oregon Files, #10)",PIRANHA
578,Kevin Kwan,634694,3.95,29864343,60052,"Rich People Problems (Crazy Rich Asians, #3)",RICH PEOPLE PROBLEMS
579,Jojo Moyes,281810,4.26,17347634,909551,"Me Before You (Me Before You, #1)",IF NOT FOR YOU
580,Harlan Coben,24689,3.81,15811568,57324,Six Years,SIX YEARS
581,Chris Bohjalian,3509,3.66,16099189,24577,The Light in the Ruins,THE LIGHT IN THE RUINS
582,Curtis Sittenfeld,6429,3.61,25852870,63405,"Eligible (The Austen Project, #4)",ELIGIBLE
583,Liane Moriarty,322069,3.56,26247008,185967,Truly Madly Guilty,TRULY MADLY GUILTY
584,J.R.R. Tolkien,656983,3.98,41015249,4693,Beren and Lúthien,BEREN AND LÚTHIEN
585,Joanne Fluke,18819,3.75,6957009,8381,"Apple Turnover Murder (Hannah Swensen, #13)",APPLE TURNOVER MURDER
586,Rebecca Wells,3489,3.68,5148758,9368,The Crowning Glory of Calla Lily Ponder,THE CROWNING GLORY OF CALLA LILY PONDER
587,Charlotte Rogan,5094344,3.20,12888599,22182,The Lifeboat,THE LIFEBOAT
588,Kim Harrison,17054,4.43,17285883,23875,"The Undead Pool (The Hollows, #12)",THE UNDEAD POOL
589,Terry Goodkind,3441,3.67,8598554,17505,"The Omen Machine (Sword of Truth, #12; Richard and Kahlan, #1)",THE OMEN MACHINE
590,Jennifer Lynn Barnes,164187,4.17,22929578,8303,The Fixer (The Fixer #1),THE FIXER
591,Karen Kingsbury,3159984,4.20,20821619,10637,"Angels Walking (Angels Walking, #1)",ANGELS WALKING
592,Sharon Kay Penman,24655,4.37,2859559,6327,"Devil's Brood  (Henry II &amp; Eleanor of Aquitaine, #3)",DEVIL'S BROOD
593,Cassandra Clare,150038,4.11,256683,1410147,"City of Bones (The Mortal Instruments, #1)",THE CITY
594,Margaret Atwood,3472,4.02,72579,88269,Alias Grace,GRACE
595,Elmore Leonard,12940,3.66,12037108,8444,Raylan,RAYLAN
596,Eric Jerome Dickey,12936,4.38,1686165,2265,Resurrecting Midnight (Gideon Series #4),RESURRECTING MIDNIGHT
597,Jason  Matthews,6903512,4.22,22609257,14087,"Palace of Treason (Red Sparrow Trilogy, #2)",PALACE OF TREASON
598,Mark Frost,34765,3.94,29102955,7547,The Secret History of Twin Peaks,THE SECRET HISTORY OF TWIN PEAKS
599,Jeff Lindsay,10482,3.79,7469133,16505,"Dexter Is Delicious (Dexter, #5)",DEXTER IS DELICIOUS
600,Bill Clinton,5944,3.87,35097255,52697,The President Is Missing,THE PRESIDENT IS MISSING
601,Kate Morton,615274,3.87,6746018,59299,The Distant Hours,THE DISTANT HOURS
602,Stuart Woods,3936,3.66,23398895,3733,"Naked Greed (Stone Barrington, #34)",NAKED GREED
603,Alex Berenson,195905,4.11,11890812,5659,"The Shadow Patrol (John Wells, #6)",THE SHADOW PATROL
604,Patricia Cornwell,1025097,3.74,2833172,26164,"Scarpetta (Kay Scarpetta, #16)",SCARPETTA
605,Lauren Willig,14469,3.77,3701590,6510,"The Temptation of the Night Jasmine (Pink Carnation, #5)",THE TEMPTATION OF THE NIGHT JASMINE
606,James Patterson,3780,3.45,13353667,35490,Zoo (Zoo #1),ZOO
607,A.S. Byatt,1169504,3.88,41219,64901,Possession,POSSESSION
608,Richard Paul Evans,46097,4.30,18144105,7064,"Walking on Water (The Walk, #5)",WALKING ON WATER
609,Gregory Maguire,7025,2.79,24331115,9053,After Alice,AFTER ALICE
610,Geraldine Brooks,211268,3.82,9684523,55437,Caleb's Crossing,THE CROSSING
611,Harlan Coben,24689,3.88,11737271,35733,Stay Close,STAY CLOSE
612,Lorrie Moore,11746,3.57,18050057,7132,Bark,BARK
613,Yann Martel,811,3.38,25489094,13440,The High Mountains of Portugal,THE HIGH MOUNTAINS OF PORTUGAL
614,Richard Castle,1953433,3.76,7776678,20717,"Naked Heat (Nikki Heat, #2)",NAKED HEAT
615,James Patterson,3780,4.00,25787901,12952,"NYPD Red 4 (NYPD Red, #4)",NYPD RED 4
616,Clive Cussler,18411,3.78,361081,17998,"Pacific Vortex! (Dirk Pitt, #1)",VORTEX
617,John Green,1406384,4.24,11870085,2958667,The Fault in Our Stars,GREEN
618,Suzanne Collins,153394,4.29,6148028,2164545,"Catching Fire (The Hunger Games, #2)",INTO THE FIRE
619,Anne Rivers Siddons,6946,2.87,7290812,4683,Burnt Mountain,BURNT MOUNTAIN
620,Colson Whitehead,10029,3.26,10365343,15692,Zone One,ZONE ONE
621,John Hart,47072,4.08,26883206,14466,Redemption Road,REDEMPTION ROAD
622,Julie Buxbaum,843820,4.09,25893582,33172,Tell Me Three Things,TELL ME
623,Mary Higgins Clark,99044,3.92,29984659,7773,"The Sleeping Beauty Killer (Under Suspicion, #4)",THE SLEEPING BEAUTY KILLER
624,J.K. Rowling,1077326,3.29,13497818,278146,The Casual Vacancy,THE CASUAL VACANCY
625,Linda Fairstein,48895,3.84,4597394,3989,"Lethal Legacy (Alexandra Cooper, #11)",LETHAL LEGACY
626,Lara Adrian,375626,4.23,13170607,11184,"Edge of Dawn (Midnight Breed, #11)",EDGE OF DAWN
627,Alex Berenson,195905,4.04,6999817,8318,"The Midnight House (John Wells, #4)",THE MIDNIGHT HOUSE
628,Marie Force,1508588,4.13,8162828,11066,"Fatal Affair (Fatal, #1)",FATAL
629,Riley Sager,15263414,4.09,36626748,24647,The Last Time I Lied,THE LAST TIME I LIED
630,Kate Atkinson,10015,3.75,15790842,177364,"Life After Life (Todd Family, #1)",LIFE AFTER LIFE
631,Kristen Britain,85545,4.17,8396337,9916,"Blackveil (Green Rider, #4)",BLACKVEIL
632,James Patterson,3780,3.84,7134202,42309,"Private (Private, #1)",PRIVATE:
633,Jane Green,12915,3.71,12029468,14965,Another Piece of My Heart,ANOTHER PIECE OF MY HEART
634,Tami Hoag,9890,4.04,10778948,12736,"Down the Darkest Road (Oak Knoll, #3)",DOWN THE DARKEST ROAD
635,Robert Galbraith,383606,3.85,16160797,410388,"The Cuckoo's Calling (Cormoran Strike, #1)",THE CUCKOO'S CALLING
636,James Rollins,38809,4.16,5171894,23773,"The Doomsday Key (Sigma Force, #6)",THE DOOMSDAY KEY
637,Nalini Singh,71688,4.11,12059093,16971,Tangle of Need (Psy-Changeling #11),TANGLE OF NEED
638,Orson Scott Card,589,4.30,375802,987527,"Ender's Game (Ender's Saga, #1)",THE END GAME
639,Stephen King,3389,3.90,34430839,31089,Gwendy's Button Box,GWENDY'S BUTTON BOX
640,Sandra Brown,6218,3.97,7262166,12714,Tough Customer (Mitchell &amp; Associates #2),TOUGH CUSTOMER
641,Elin Hilderbrand,88301,3.84,28962891,15874,"Winter Storms (Winter, #3)",WINTER STORMS
642,Luanne Rice,5076,3.78,3733297,4880,"The Geometry of Sisters (Newport, Rhode Island, #1)",THE GEOMETRY OF SISTERS
643,G. Willow Wilson,815259,3.84,13239822,14328,Alif the Unseen,UNSEEN
644,David Baldacci,9291,4.19,3410425,43810,"Divine Justice (Camel Club, #4)",DIVINE JUSTICE
645,Stuart Woods,3936,3.84,17707617,4588,"Doing Hard Time (Stone Barrington, #27)",DOING HARD TIME
646,Robert Kirkman,12425,3.86,18465522,3550,The Fall of the Governor: Part Two (The Walking Dead #4),"THE FALL OF THE GOVERNOR, PART 2"
647,Celeste Ng,164692,4.13,34273236,304091,Little Fires Everywhere,LITTLE FIRES EVERYWHERE
648,James Patterson,3780,4.07,30079418,23415,"16th Seduction (Women's Murder Club, #16)",16TH SEDUCTION
649,Lisa Scottoline,20258,3.73,21853628,24377,Every Fifteen Minutes,EVERY FIFTEEN MINUTES
650,Bernard Cornwell,12542,4.07,15739863,9683,1356 (Grail Quest #),1356
651,Ethan Canin,50743,3.69,22318513,3782,A Doubter's Almanac,A DOUBTER'S ALMANAC
652,Suzanne Halliday,8047413,4.59,34402774,271,Bishop's Pawn (Bishop’s Pawn #1),THE BISHOP'S PAWN
653,Kathy Reichs,26372,3.87,13030356,16442,"Bones Are Forever (Temperance Brennan, #15)",BONES ARE FOREVER
654,Mary Higgins Clark,99044,3.73,28688182,8548,"As Time Goes By (Alvirah and Willy, #10)",AS TIME GOES BY
655,Fredrik Backman,6485178,4.37,36373463,34612,"Us Against You (Beartown, #2)",US AGAINST YOU
656,Chuck Wendig,17152,3.79,30213123,7138,"Empire's End (Star Wars: Aftermath, #3)",AFTERMATH:: EMPIRE'S END
657,Seth Grahame-Smith,169377,3.70,7108001,123564,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",THE HUNTER
658,Paul Jenkins,12803,3.89,1121387,679,The Sentry,THE SENTRY
659,Nelson DeMille,1238,3.74,3216451,15109,The Gate House,THE GATE HOUSE
660,J.A. Jance,3453636,4.17,27776494,4799,"Downfall (Joanna Brady, #17)",DOWNFALL
661,Maeve Binchy,3532,3.80,7979073,20822,Minding Frankie,MINDING FRANKIE
662,Debbie Macomber,11349,3.73,6422470,6881,The Perfect Christmas,THE PERFECT CHRISTMAS
663,Janet Evanovich,2384,3.94,7023554,67972,"Sizzling Sixteen (Stephanie Plum, #16)",SIZZLING SIXTEEN
664,Nicholas Sparks,2345,4.11,3063499,305693,The Lucky One,THE LUCKY ONE
665,Mark Greaney,2961590,4.41,30189669,5324,"Gunmetal Gray (Gray Man, #6)",GUNMETAL GRAY
666,Sara Paretsky,28509,3.89,7907687,5732,"Body Work (V.I. Warshawski, #14)",BODY WORK
667,William Shakespeare,947,3.89,8852,588414,Macbeth,MACBETH
668,Jeffery Deaver,1612,3.61,10483475,8679,Carte Blanche (James Bond),CARTE BLANCHE
669,Neal Stephenson,545,3.87,32075825,17327,The Rise and Fall of D.O.D.O.,THE RISE AND FALL OF DOD O
670,Haruki Murakami,3354,3.91,10357575,165632,1Q84,1Q84
671,Paula Hawkins,1063732,3.90,22557272,1647980,The Girl on the Train,THE GIRL ON THE TRAIN
672,Terry Brooks,9629,4.03,15743703,5158,"Bloodfire Quest (The Dark Legacy of Shannara, #2)",BLOODFIRE QUEST
673,S.M. Stirling,14002,3.95,6301385,4219,"The Sword of the Lady (Emberverse, #6)",THE SWORD OF THE LADY
674,Karen  Lynch,7734428,4.30,20427449,17880,"Relentless (Relentless, #1)",RELENTLESS
675,Mitch Albom,2331,3.85,13624688,89037,The Time Keeper,THE TIME KEEPER
676,Chuck Palahniuk,2546,3.46,22822857,5093,Make Something Up: Stories You Can't Unread,MAKE SOMETHING UP
677,Melanie Benjamin,2958717,3.89,13642950,61081,The Aviator's Wife,THE AVIATOR'S WIFE
678,Karen Marie Moning,48206,4.38,12446825,14703,"Feversong (Fever, #9)",FEVERSONG
679,Mike Maden (author),18178526,3.91,40730651,44,Tom Clancy Point of Contact,TOM CLANCY: POINT OF CONTACT
680,Donna Leon,16290,3.91,35576032,3646,"The Temptation of Forgiveness (Commissario Brunetti, #27)",THE TEMPTATION OF FORGIVENESS
681,Lauren Graham,1906497,3.50,16071745,42499,"Someday, Someday, Maybe","SOMEDAY, SOMEDAY, MAYBE"
682,Nora Roberts,625,4.20,12716613,57158,The Witness,THE WITNESS
683,Iris Johansen,32498,4.02,15766976,7032,"Taking Eve (Eve Duncan, #16)",TAKING EVE
684,André Brink,1409320,3.80,154217,387,The Other Side of Silence,THE OTHER SIDE OF SILENCE
685,Tatiana de Rosnay,305400,3.34,7963208,23247,A Secret Kept,A SECRET KEPT
686,Ariesa Jane Domingo,8297828,4.36,18802914,2483,For Hire: A Damn Good Kisser,KISSER
687,Dave Eggers,3371,3.44,29889972,10087,Heroes of the Frontier,HEROES OF THE FRONTIER
688,Amy Tan,5246,3.62,17383934,36031,The Valley of Amazement,THE VALLEY OF AMAZEMENT
689,Lisa See,713,3.89,5960325,125605,Shanghai Girls (Shanghai Girls #1),SHANGHAI GIRLS
690,Sarah Mayberry,19909,3.69,2724348,536,Below the Belt,BELOW THE BELT
691,Bernard Cornwell,12542,4.43,28949218,10010,"The Flame Bearer (The Saxon Stories, #10)",THE FLAME BEARER
692,Mary Kay Andrews,21387,3.93,13167062,17265,Spring Fever,SPRING FEVER
693,Sophie Kinsella,6160,3.28,21064599,22074,"Shopaholic to the Stars (Shopaholic, #7)",SHOPAHOLIC TO THE STARS
694,Don Winslow,37795,4.11,32075859,12717,The Force,THE FORCE
695,Ruth Ware,9013543,3.68,28187230,242991,The Woman in Cabin 10,THE WOMAN IN CABIN 10
696,James Patterson,3780,3.76,2029177,62137,Sundays at Tiffany's,SUNDAYS AT TIFFANY'S
697,Patrick Ness,370361,3.97,20758104,131045,"The Knife of Never Letting Go (Chaos Walking, #1)",CHAOS
698,Peter Høeg,369288,3.67,429631,2978,Borderliners,BORDERLINE
699,Mark Greaney,2961590,4.13,21863539,6745,"Support and Defend (Jack Ryan Universe, #17)",TOM CLANCY: SUPPORT AND DEFEND
700,James Patterson,3780,3.74,23346506,9366,Truth or Die,TRUTH OR DIE
701,Kresley Cole,4428,4.23,6294553,27197,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)",DEEP KISS OF WINTER
702,Somaiya Daud,15179415,3.77,32768520,4799,"Mirage (Mirage, #1)",MIRAGE
703,Adriana Trigiani,9219,3.47,17888950,8832,The Supreme Macaroni Company,THE SUPREME MACARONI COMPANY
704,Jake Tapper,233537,3.56,34329347,4524,The Hellfire Club,THE HELLFIRE CLUB
705,Muriel Spark,13093,3.78,58677,2281,Loitering with Intent,LOITERING WITH INTENT
706,Lisa Kleypas,27847,4.20,1756703,30215,"Blue-Eyed Devil (Travises, #2)",BLUE-EYED DEVIL
707,Naomi Novik,8730,3.94,12069434,10296,"Crucible of Gold (Temeraire, #7)",CRUCIBLE OF GOLD
708,Lisa Scottoline,20258,3.86,5355136,38109,Look Again,LOOK AGAIN
709,Jonathan Kellerman,43626,3.86,30211389,10439,"Heartbreak Hotel (Alex Delaware, #32)",HEARTBREAK HOTEL
710,Linda  Robertson,2937372,3.62,6329335,4292,"Vicious Circle (Persephone Alcmedi, #1)",VICIOUS CIRCLE
711,John Sandford,4610,4.41,36140457,13846,"Twisted Prey (Lucas Davenport, #28)",TWISTED PREY
712,George R.R. Martin,346732,4.32,10664113,483817,"A Dance with Dragons (A Song of Ice and Fire, #5)",A DANCE WITH DRAGONS
713,Iris Johansen,32498,4.07,9789572,9077,"Bonnie (Eve Duncan, #14; Eve, Quinn and Bonnie #3)",BONNIE
714,Kyung-Sook Shin,7773619,3.79,8574333,21447,Please Look After Mom,PLEASE LOOK AFTER MOM
715,Ann B. Ross,43948,3.94,15811583,1550,Miss Julia Stirs Up Trouble (Miss Julia #14),MISS JULIA STIRS UP TROUBLE
716,Richard Paul Evans,46097,4.15,11110218,6659,Lost December,LOST DECEMBER
717,Patricia Cornwell,1025097,3.69,6495359,19865,"The Scarpetta Factor (Kay Scarpetta, #17)",THE SCARPETTA FACTOR
718,Eileen Goudge,38423,3.89,762661,2583,"Garden of Lies (Garden of Lies, #1)",GARDEN OF LIES
719,Richard Castle,1953433,3.88,24376905,3427,"Driving Heat (Nikki Heat, #7)",DRIVING HEAT
720,Stephen R. Donaldson,12980,3.89,6237780,3652,"Against All Things Ending (The Last Chronicles of Thomas Covenant, #3)",AGAINST ALL THINGS ENDING
721,Sarah Addison Allen,566874,3.84,8546358,53110,The Peach Keeper,THE PEACH KEEPER
722,Alan Bradley,1074866,4.16,41017660,23716,"The Dead in Their Vaulted Arches (Flavia de Luce, #6)",THE DEAD IN THEIR VAULTED ARCHES
723,Chris Bohjalian,3509,3.60,18666006,15039,"Close Your Eyes, Hold Hands","CLOSE YOUR EYES, HOLD HANDS"
724,Jan Karon,40552,4.18,24875378,8904,"Come Rain or Come Shine (Mitford Years, #13)",COME RAIN OR COME SHINE
725,Laurell K. Hamilton,9550,3.91,5215879,33160,"Skin Trade (Anita Blake, Vampire Hunter #17)",SKIN TRADE
726,Sarah Pinborough,457300,3.75,28965131,53053,Behind Her Eyes,BEHIND HER EYES
727,P.C. Cast,17015,3.93,676924,220392,"Betrayed (House of Night, #2)",BETRAYED
728,James Patterson,3780,3.02,27384094,2805,"Humans, Bow Down","HUMANS, BOW DOWN"
729,James Patterson,3780,4.10,18170134,16894,"NYPD Red 2 (NYPD Red, #2)",NYPD RED 2
730,Stuart Woods,3936,4.02,28815373,3463,"Smooth Operator (Teddy Fay, #1)",SMOOTH OPERATOR
731,Jacqueline Winspear,5023,4.16,30655763,8847,"In This Grave Hour (Maisie Dobbs, #13)",IN THIS GRAVE HOUR
732,Miss Analysis,14019144,3.55,25808860,42,Tom Clancy Under Fire: A Novel By Grant Blackwood,TOM CLANCY UNDER FIRE
733,Lisa Jackson,13757,3.78,12351871,7169,You Don't Want To Know,YOU DON'T WANT TO KNOW
734,Daniel Silva,29085,4.25,9975779,22062,"Portrait of a Spy (Gabriel Allon, #11)",PORTRAIT OF A SPY
735,Julie Garwood,6251,3.94,9647908,14269,"The Ideal Man (Buchanan-Renard, #9)",THE IDEAL MAN
736,China Miéville,33918,3.87,9265453,23673,Embassytown,EMBASSYTOWN
737,Laurell K. Hamilton,9550,3.81,27836564,8233,"Crimson Death (Anita Blake, Vampire Hunter #25)",CRIMSON DEATH
738,Saroo Brierley,7145066,4.12,18111281,42037,A Long Way Home,THE LONG WAY HOME
739,Danielle Steel,14255,3.81,14951193,5035,Until the End of Time,UNTIL THE END OF TIME
740,Jean M. Auel,861,3.29,8318666,25481,"The Land of Painted Caves (Earth's Children, #6)",THE LAND OF PAINTED CAVES
741,John le Carré,1411964,3.49,3281277,9815,A Most Wanted Man,A MOST WANTED MAN
742,Justin Cronin,45315,4.04,6690798,163853,"The Passage (The Passage, #1)",THE PASSAGE
743,David Weber,10517,4.18,10750189,5117,"How Firm a Foundation (Safehold, #5)",HOW FIRM A FOUNDATION
744,Danielle Steel,14255,3.68,11163808,5253,Hotel Vendome,HOTEL VENDOME
745,Elizabeth Alexander,17148,4.04,22875479,6899,The Light of the World,LIGHT OF THE WORLD
746,Raymond E. Feist,8588,3.93,4003436,7569,"Rides a Dread Legion (The Demonwar Saga, #1)",RIDES A DREAD LEGION
747,M.C. Beaton,1657638,3.64,15791120,3578,"Death of Yesterday (Hamish Macbeth, #28)",DEATH OF YESTERDAY
748,Ben H. Winters,735413,3.84,32940838,19341,Underground Airlines,UNDERGROUND AIRLINES
749,Debbie Macomber,11349,3.89,25739091,11667,"A Girl's Guide to Moving On (New Beginnings, #2)",A GIRL'S GUIDE TO MOVING ON
750,Lisa See,713,3.60,18404427,27164,China Dolls,CHINA DOLLS
751,Nora Roberts,625,3.93,2003767,22342,Tribute,TRIBUTE
752,William Shakespeare,947,3.94,1622,400032,A Midsummer Night's Dream,INTO THE DREAMING
753,Patricia Cornwell,1025097,3.76,11057626,21098,"Red Mist (Kay Scarpetta, #19)",RED MIST
754,Anne Tyler,457,3.39,27070127,25252,Vinegar Girl,VINEGAR GIRL
755,Kim Harrison,17054,4.45,13241659,28134,"Ever After (The Hollows, #11)",EVER AFTER
756,Newt Gingrich,5103,4.07,6460435,1456,"To Try Men's Souls (Revolutionary War, #1)",TO TRY MEN'S SOULS
757,Laura Childs,88924,3.77,15808747,2177,"Sweet Tea Revenge (A Tea Shop Mystery, #14)",SWEET TEA REVENGE
758,Fredrik Backman,6485178,4.29,33413128,119744,"Beartown (Beartown, #1)",BEARTOWN
759,Susan Elizabeth Phillips,41313,3.89,3519956,16325,"What I Did for Love (Wynette, Texas, #4)",WHAT I DID FOR LOVE
760,James Lee Burke,7031,4.06,29326413,2928,"The Jealous Kind (Holland Family Saga, #2)",THE JEALOUS KIND
761,Terry McMillan,20704,3.95,17572866,4922,Who Asked You?,WHO ASKED YOU
762,W.E.B. Griffin,1415338,4.14,10838337,1752,"Victory and Honor (Honor Bound, #6)",VICTORY AND HONOR
763,M. Garzon,5010374,4.10,18520635,261,"Blaze of Glory (Blaze of Glory, #1)",A BLAZE OF GLORY
764,Kresley Cole,4428,4.08,6388558,49400,"The Warlord Wants Forever (Immortals After Dark, #1)",WARLORD
765,Lisa Scottoline,20258,3.84,34964864,19873,After Anna,AFTER ANNA
766,Jenny Han,151371,3.85,13406425,23149,"Burn for Burn (Burn for Burn, #1)",BURN
767,Patricia Cornwell,1025097,3.58,7926242,18804,"Port Mortuary (Kay Scarpetta, #18)",PORT MORTUARY
768,J.D. Robb,17065,4.40,31384635,16896,"Echoes in Death (In Death, #44)",ECHOES IN DEATH
769,Dennis Lehane,10289,3.72,7853757,19042,"Moonlight Mile (Kenzie &amp; Gennaro,#6)",MOONLIGHT MILE
770,Miley Cyrus,990148,3.50,6263078,8550,Miles to Go,MILES TO GO
771,C.C. Hunter,4154802,4.13,8705784,75838,"Born at Midnight (Shadow Falls, #1)",BORN OF SHADOWS
772,Lisa Scottoline,20258,3.60,25773504,16945,Most Wanted,MOST WANTED
773,Richard Paul Evans,46097,3.89,29430782,4338,The Mistletoe Secret,THE MISTLETOE SECRET
774,Mark Frost,34765,3.87,34802642,3778,Twin Peaks: The Final Dossier,TWIN PEAKS: THE FINAL DOSSIER
775,Edward Rutherfurd,16204,4.12,8258519,28356,New York,NEW YORK
776,Colleen Hoover,5430144,4.10,24378015,63098,"Never Never (Never Never, #1)",NEVER NEVER
777,Richard Paul Evans,46097,4.01,36373599,2363,"The Forgotten Road (The Broken Road, #2)",THE FORGOTTEN ROAD
778,Clive Cussler,18411,4.01,41704,16858,"Shock Wave (Dirk Pitt, #13)",SHOCK WAVE
779,Stephenie Meyer,941441,3.84,1656001,819307,"The Host (The Host, #1)",THE HOST
780,Mystery,5638945,3.70,25376,2155,The Mystery Method: How to Get Beautiful Women Into Bed,MYSTERY
781,Stephen King,3389,4.30,10644930,356442,11/22/63,11/22/63
782,Charlaine Harris,17061,2.92,17239876,13005,"After Dead: What Came Next in the World of Sookie Stackhouse (Sookie Stackhouse, #13.5)",AFTER DEAD
783,Jennifer Lynn Barnes,164187,4.17,22929578,8303,The Fixer (The Fixer #1),THE FIX
784,Philippa Gregory,9987,3.64,2241558,38555,"The Other Queen (The Plantagenet and Tudor Novels, #15)",THE OTHER QUEEN
785,Richelle Mead,137902,4.21,8709527,156022,"Bloodlines (Bloodlines, #1)",BLOODLINE
786,Alice Hoffman,3502,3.70,8389671,17673,The Red Garden,THE RED GARDEN
787,Christine Warren,41032,3.94,72544,6888,"Wolf at the Door (The Others, #9)",THE WOLF AT THE DOOR
788,Joanne Fluke,18819,3.73,15811630,8041,"Red Velvet Cupcake Murder (Hannah Swensen, #16)",RED VELVET CUPCAKE MURDER
789,Nora Roberts,625,3.99,16158519,31019,Whiskey Beach,WHISKEY BEACH
790,Martha Grimes,14150,3.80,18775347,2904,"Vertigo 42 (Richard Jury, #23)",VERTIGO 42
791,Heather Terrell,222429,3.58,8487365,4473,"Fallen Angel (Fallen Angel, #1)",THE FALLEN ANGEL
792,Ian Rankin,33031,4.09,29549648,8026,"Rather Be the Devil (Inspector Rebus, #21)",RATHER BE THE DEVIL
793,Graeme Simsion,1895943,3.58,23492671,84732,"The Rosie Effect (Don Tillman, #2)",THE ROSIE EFFECT
794,John Edward,72148,3.27,13538881,427,Fallen Masters,FALLEN MASTERS
795,Laura Lippman,60459,3.62,18089975,14361,After I'm Gone,AFTER I'M GONE
796,Lauren Kate,2905297,4.03,12716010,94598,"Rapture (Fallen, #4)",RAPTURE
797,Jennifer Chiaverini,11630,3.71,22571509,2796,Mrs. Grant and Madame Jule,MRS. GRANT AND MADAME JULE
798,E. Lockhart,173491,3.84,16143347,372904,We Were Liars,THE LIAR
